ANZSRC 2020 Code,ANZSRC 2020 Name,ANZSRC 2008 Code,Partial Match,ANZSRC 2008 Name
480413,"""Race, ethnicity and law""",180204,p,"""Te Ture Whenua (Māori Land Law)"""
480413,"""Race, ethnicity and law""",180299,p,"""Māori Law not elsewhere classified """
480414,"""Sports law""",180199,p,"""Law not elsewhere classified """
480414,"""Sports law""",189999,p,"""Law and Legal Studies not elsewhere classified"""
480499,"""Law in context not elsewhere classified """,180199,p,"""Law not elsewhere classified """
480501,"""Access to justice""",180102,,"""Access to Justice"""
480502,"""Civil procedure""",180104,,"""Civil Law and Procedure"""
480503,"""Criminal procedure""",180110,p,"""Criminal Law and Procedure"""
480504,"""Legal institutions (incl. courts and justice systems)""",180120,,"""Legal Institutions (incl. Courts and Justice Systems)"""
480505,"""Legal practice, lawyering and the legal profession""",180121,,"""Legal Practice, Lawyering and the Legal Profession"""
480506,"""Litigation, adjudication and dispute resolution""",180123,,"""Litigation, Adjudication and Dispute Resolution"""
480507,"""Youth justice""",180199,p,"""Law not elsewhere classified """
480599,"""Legal systems not elsewhere classified""",189999,p,"""Law and Legal Studies not elsewhere classified"""
480601,"""Contract law""",180105,p,"""Commercial and Contract Law"""
480602,"""Equity and trusts law""",180112,p,"""Equity and Trusts Law"""
480603,"""Intellectual property law""",180115,p,"""Intellectual Property Law"""
480604,"""Property law (excl. intellectual property law)""",180124,p,"""Property Law (excl. Intellectual Property Law)"""
480605,"""Tort law""",180126,,"""Tort Law """
480699,"""Private law and civil obligations not elsewhere classified""",180199,p,"""Law not elsewhere classified """
480701,"""Administrative law """,180103,p,"""Administrative Law """
480702,"""Constitutional law """,180108,,"""Constitutional Law """
480703,"""Domestic human rights law""",180114,p,"""Human Rights Law"""
480704,"""Migration, asylum and refugee law""",180103,p,"""Administrative Law """
480704,"""Migration, asylum and refugee law""",180114,p,"""Human Rights Law"""
480704,"""Migration, asylum and refugee law""",180116,p,"""International Law (excl. International Trade Law)"""
480705,"""Military law and justice""",180199,p,"""Law not elsewhere classified """
480706,"""Privacy and data rights """,180114,p,"""Human Rights Law"""
480707,"""Welfare, insurance, disability and social security law""",180103,p,"""Administrative Law """
480707,"""Welfare, insurance, disability and social security law""",180113,p,"""Family Law """
480707,"""Welfare, insurance, disability and social security law""",180114,p,"""Human Rights Law"""
480799,"""Public law not elsewhere classified""",180199,p,"""Law not elsewhere classified """
489999,"""Other law and legal studies not elsewhere classified""",189999,p,"""Law and Legal Studies not elsewhere classified"""
490101,"""Approximation theory and asymptotic methods""",010201,,"""Approximation Theory and Asymptotic Methods"""
490102,"""Biological mathematics """,010202,,"""Biological Mathematics """
490103,"""Calculus of variations, mathematical aspects of systems theory and control theory """,010203,,"""Calculus of Variations, Systems Theory and Control Theory"""
490104,"""Complex systems""",010299,p,"""Applied Mathematics not elsewhere classified"""
490105,"""Dynamical systems in applications""",010204,,"""Dynamical Systems in Applications"""
490106,"""Financial mathematics""",010205,,"""Financial Mathematics"""
490107,"""Mathematical methods and special functions""",010299,p,"""Applied Mathematics not elsewhere classified"""
490108,"""Operations research""",010206,,"""Operations Research"""
490109,"""Theoretical and applied mechanics""",010207,,"""Theoretical and Applied Mechanics"""
490199,"""Applied mathematics not elsewhere classified""",080202,,"""Applied Discrete Mathematics"""
490199,"""Applied mathematics not elsewhere classified""",010299,p,"""Applied Mathematics not elsewhere classified"""
490201,"""Algebraic structures in mathematical physics""",010501,,"""Algebraic Structures in Mathematical Physics"""
490202,"""Integrable systems (classical and quantum)""",010502,,"""Integrable Systems (Classical and Quantum)"""
490203,"""Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory""",010503,,"""Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory"""
490204,"""Mathematical aspects of general relativity""",010504,,"""Mathematical Aspects of General Relativity"""
490205,"""Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory""",010505,,"""Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory"""
490206,"""Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter""",010506,,"""Statistical Mechanics, Physical Combinatorics and Mathematical Aspects of Condensed Matter"""
490299,"""Mathematical physics not elsewhere classified""",010599,,"""Mathematical Physics not elsewhere classified"""
490301,"""Experimental mathematics""",010399,p,"""Numerical and Computational Mathematics not elsewhere classified"""
490302,"""Numerical analysis """,010301,,"""Numerical Analysis """
490303,"""Numerical solution of differential and integral equations""",010302,,"""Numerical Solution of Differential and Integral Equations"""
490304,"""Optimisation """,010303,,"""Optimisation """
490399,"""Numerical and computational mathematics not elsewhere classified""",010399,p,"""Numerical and Computational Mathematics not elsewhere classified"""
490401,"""Algebra and number theory""",010101,,"""Algebra and Number Theory"""
490402,"""Algebraic and differential geometry""",010102,,"""Algebraic and Differential Geometry"""
490403,"""Category theory, k theory, homological algebra """,010103,,"""Category Theory, K Theory, Homological Algebra """
490404,"""Combinatorics and discrete mathematics (excl. physical combinatorics)""",010104,,"""Combinatorics and Discrete Mathematics (excl. Physical Combinatorics)"""
490405,"""Group theory and generalisations""",010105,,"""Group Theory and Generalisations"""
490406,"""Lie groups, harmonic and Fourier analysis""",010106,,"""Lie Groups, Harmonic and Fourier Analysis"""
490407,"""Mathematical logic, set theory, lattices and universal algebra""",010107,,"""Mathematical Logic, Set Theory, Lattices and Universal Algebra"""
490408,"""Operator algebras and functional analysis""",010108,,"""Operator Algebras and Functional Analysis"""
490409,"""Ordinary differential equations, difference equations and dynamical systems""",010109,,"""Ordinary Differential Equations, Difference Equations and Dynamical Systems"""
490410,"""Partial differential equations""",010110,,"""Partial Differential Equations"""
490411,"""Real and complex functions (incl. several variables)""",010111,,"""Real and Complex Functions (incl. Several Variables)"""
490412,"""Topology""",010112,,"""Topology"""
490499,"""Pure mathematics not elsewhere classified""",010199,,"""Pure Mathematics not elsewhere classified"""
490501,"""Applied statistics """,010401,p,"""Applied Statistics """
490502,"""Biostatistics""",010402,,"""Biostatistics"""
490503,"""Computational statistics""",010401,p,"""Applied Statistics """
490504,"""Forensic evaluation, inference and statistics""",010403,,"""Forensic Statistics"""
490505,"""Large and complex data theory""",010401,p,"""Applied Statistics """
490506,"""Probability theory """,010404,,"""Probability Theory """
490507,"""Spatial statistics""",010401,p,"""Applied Statistics """
490508,"""Statistical data science""",010401,p,"""Applied Statistics """
490509,"""Statistical theory """,010405,,"""Statistical Theory """
490510,"""Stochastic analysis and modelling""",010406,,"""Stochastic Analysis and Modelling"""
490511,"""Time series and spatial modelling""",010401,p,"""Applied Statistics """
490599,"""Statistics not elsewhere classified""",010499,,"""Statistics not elsewhere classified"""
499999,"""Other mathematical sciences not elsewhere classified """,019999,,"""Mathematical Sciences not elsewhere classified """
500101,"""Bioethics""",220101,,"""Bioethics (human and animal)"""
500102,"""Business ethics""",220102,,"""Business Ethics"""
500103,"""Ethical use of new technology""",220103,,"""Ethical Use of New Technology (e.g. Nanotechnology, Biotechnology)"""
500104,"""Human rights and justice issues (excl. law)""",220104,,"""Human Rights and Justice Issues"""
500105,"""Legal ethics""",220105,,"""Legal Ethics"""
500106,"""Medical ethics""",220106,,"""Medical Ethics"""
500107,"""Professional ethics""",220107,,"""Professional Ethics (incl. police and research ethics)"""
500199,"""Applied ethics not elsewhere classified""",220199,,"""Applied Ethics not elsewhere classified"""
500201,"""History and philosophy of engineering and technology""",220203,,"""History and Philosophy of Engineering and Technology"""
500202,"""History and philosophy of law and justice""",220204,,"""History and Philosophy of Law and Justice"""
500203,"""History and philosophy of medicine """,220205,,"""History and Philosophy of Medicine """
500204,"""History and philosophy of science""",220206,p,"""History and Philosophy of Science (incl. Non-historical Philosophy of Science)"""
500205,"""History and philosophy of the humanities""",220207,,"""History and Philosophy of the Humanities"""
500206,"""History and philosophy of the social sciences""",220208,,"""History and Philosophy of the Social Sciences"""
